index,CID,Molecule (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
122,24847750,CC(C)(C)[C@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,4.8448,110.0878,162.769319,23.47,361.529,361.240565,2,1,0,1,2,0,2,27,58,5,2,1,3,0,1,2,2,0,1,0.52,16.83322,10.532364,9.917881,7.629354,5.759029,10.532364,9.917881,7.629354,5.759029,-1.64,17.457888,5.926518,2.606254,0,28.697001,12.841643,5.41499,73.389859,42.464569,0,0,0,0,0,0,5.106527,0,4.89991,5.41499,64.015296,13.089513,70.281827,0,0,0,5.106527,4.89991,0,0,0,63.235781,58.915534,25.04926,5.601051,0,0,0,0,0,25,0,0,0,0,0,0,0,1,1,0,27,5,0,0,20,6,0,0,3,2,1,1,0,0,4,0,0,1,13,8,1,0,0,0,4,1,0,0,0,8,5
123,24779696,COC(=O)[C@@H]1C[C@H](OC(C)=O)C=C2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,3.7412,104.856,175.277738,92.04,416.47,416.183503,7,0,3,0,7,0,7,30,58,4,1,2,3,1,1,1,0,1,2,0.608696,17.804967,10.39197,9.152205,7.412056,5.94381,10.39197,9.152205,7.412056,5.94381,-2.57,20.692656,7.287204,3.148466,0,31.12168,28.5942,22.665793,58.121916,34.658969,0,0,0,0,0,0,33.011351,0,0,22.665793,58.662431,7.109798,35.805269,0,0,17.907916,18.62774,14.383612,0,0,0,19.420579,31.404852,29.737991,31.471936,12.207933,0,0,0,17.907916,23,0,0,0,0,0,0,0,0,5,2,30,9,3,0,18,3,0,3,14,7,0,0,0,0,7,2,2,0,10,7,2,0,0,1,3,0,0,0,0,4,2
124,24178294,CC1=CC(O)=C2C(=O)C3C(O)=CC(O)C4=C3C3=C5C6C4=C(O)C([123I])=C(O)C6C(=O)C4=C(O)C=C(C)C(C45)C1C23,4.4763,145.3678,235.419781,155.52,634.411589,634.044882,8,6,0,6,8,0,9,39,62,8,0,2,8,0,0,0,0,2,8,0.333333,22.886094,13.953707,12.771295,11.196803,9.603939,12.874958,11.692546,10.133276,8.977896,-3.31,23.566921,7.057996,2.384355,0,48.309621,9.589074,41.425342,13.847474,100.761661,0,0,0,0,0,22.590871,40.228239,0,0,41.425342,19.951441,0,100.761661,0,0,34.157361,30.639164,9.589074,0,0,0,11.146209,88.794636,34.473032,9.497741,40.817697,11.56649,0,0,0,30,0,0,0,1,0,0,0,0,8,0,39,9,2,0,26,9,0,0,16,8,6,6,0,0,11,0,0,0,3,25,0,0,0,0,8,0,0,0,0,14,13
125,23724979,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,9.11352,187.699,285.353438,90.46,664.907,664.436385,8,0,19,0,8,0,9,48,105,5,3,1,2,2,1,2,1,0,0,0.692308,29.450019,19.011043,14.178338,10.507285,7.576531,19.011043,14.178338,10.507285,7.576531,-3.07,36.21666,18.625881,9.987833,5.559267,45.211226,22.496978,12.740958,157.296111,27.516733,0,10.969244,0,4.390415,0,0,18.44491,0,19.607651,0,154.409714,19.634269,57.145838,0,0,16.93855,14.159868,14.156174,9.374394,0,0,89.13026,70.670914,48.138211,5.693928,5.817221,17.511391,0,5.559267,5.969305,39,1,0,0,0,0,0,0,4,3,1,48,23,2,0,19,8,0,19,12,8,0,0,0,0,5,17,1,0,13,12,0,0,0,1,4,0,0,0,0,4,2
126,23706210,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],-4.9208,82.8935,234.134046,111.59,408.923,407.968148,6,2,2,1,5,1,9,25,36,3,2,0,1,0,0,1,2,0,0,0.0625,20.695429,6.887193,5.180896,3.506735,2.437657,6.509228,4.74446,3.271638,2.265554,0.572727,25.572727,11.423672,6.028529,113.192386,29.106203,9.589074,0,11.126903,53.523341,5.022633,0,0,5.687386,0,11.60094,122.940863,0,0,4.992405,6.041841,5.316789,64.680473,0,0,34.876496,20.694045,9.786942,0,0,0,41.932775,18.199101,16.149536,17.368377,0,6.041841,0,5.90718,102.76907,16,0,1,0,0,0,0,0,2,4,0,25,4,2,0,11,7,0,2,12,6,2,2,2,2,4,0,1,0,10,7,0,0,0,0,2,1,0,0,0,2,1
127,23691043,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+],-1.748,80.9577,179.730728,81.59,352.818,352.001702,5,1,2,1,4,1,7,23,33,3,2,0,1,0,0,1,2,0,0,0.0625,16.12511,6.887193,5.180896,3.506735,2.437657,6.509228,4.74446,3.271638,2.265554,-1.023636,18.316971,7.697639,3.905868,61.807851,23.630011,9.589074,0,11.126903,53.523341,5.022633,0,0,5.687386,0,11.60094,66.080137,0,0,4.992405,6.041841,5.316789,64.680473,0,0,34.876496,15.217853,9.786942,0,0,0,41.932775,18.199101,16.149536,17.368377,0,6.041841,0,5.90718,51.384535,16,0,1,0,0,0,0,0,2,3,0,23,4,2,0,11,7,0,2,9,5,1,1,1,1,4,0,1,0,10,7,0,0,0,0,2,1,0,0,0,2,1
128,23678576,O=C([O-])O.[Li+],-4.1083,8.0248,40.786806,60.36,67.957,68.008573,3,1,0,1,2,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,2.76371,0.631855,0.265908,0,0,0.631855,0.265908,0,0,-0.132597,8.854391,3.867403,767.052815,23.967131,11.261893,0,0,0,0,0,0,0,4.794537,0,0,33.868195,0,0,0,0,0,0,0,0,6.155366,15.007592,0,0,0,0,0,0,0,0,0,0,6.155366,0,18.860603,1,0,0,0,0,0,0,0,0,3,0,5,2,1,0,0,0,0,0,7,3,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,23663956,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],0.2441,79.2548,151.544125,77.43,310.41,310.212004,4,1,10,1,3,0,5,21,52,0,0,0,0,0,0,0,0,0,0,0.875,16.483513,7.87475,5.205821,3.231122,2.165175,7.87475,5.205821,3.231122,2.165175,-0.06,25.869147,17.99015,16.140602,34.663813,17.045138,9.589074,11.835812,79.061522,0,0,0,0,0,0,0,49.359415,0,0,11.835812,79.061522,0,0,0,0,11.938611,15.007592,4.794537,0,0,0,53.378235,31.601193,5.969305,5.917906,0,0,0,0,35.526591,16,0,0,0,0,0,0,0,0,4,0,21,16,2,0,0,0,0,10,9,4,1,1,1,1,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,23663953,CN1c2ccccc2C(NCCCCCCC(=O)[O-])c2ccc(Cl)cc2S1(=O)=O.[Na+],-0.1381,111.4205,204.510039,89.54,458.943,458.1043,6,1,8,1,5,0,9,30,54,3,2,0,1,0,0,1,2,0,0,0.380952,20.800288,11.444627,9.510974,7.230443,5.363929,9.626599,7.136857,5.168208,3.647221,-1.09,25.172998,10.97666,5.577908,44.285818,27.979531,14.817828,0,49.272852,47.360053,5.022633,0,0,5.687386,0,11.60094,47.876148,0,5.316789,0,43.041432,17.897644,58.614106,0,0,33.280923,15.217853,4.305216,8.417797,0,0,48.708051,55.133225,18.039611,16.624711,0,0,0,10.023291,29.557286,21,0,1,0,0,1,0,1,1,4,0,30,11,3,0,11,6,0,8,11,6,1,1,1,1,6,7,1,0,7,7,1,0,0,0,2,1,0,0,0,4,2
131,22995473,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,5.31312,203.6037,302.50595,177.43,718.832,718.246121,11,7,5,5,9,0,12,52,90,8,6,1,2,1,1,2,5,0,0,0.175,29.367525,17.331574,13.935463,10.301591,7.590596,16.515077,12.70069,9.357215,6.699291,-5.95,35.861441,14.724526,6.865005,15.206365,80.867429,6.420822,6.923737,36.720028,95.987911,0,27.365871,0,11.374773,11.499024,11.336786,35.491376,0,9.799819,4.992405,13.344559,38.543486,128.016035,0,11.499024,62.01604,41.018909,0,14.581479,0,11.336786,60.663671,65.848141,48.603897,16.593423,33.117827,0,0,0,11.938611,40,0,0,0,0,1,0,0,4,7,0,52,11,2,0,26,18,0,5,18,11,7,6,0,0,8,1,2,0,22,18,0,0,0,1,6,1,0,0,0,8,4
132,21917306,O=C(O)O.[Li+],-2.7736,10.6536,40.786806,57.53,68.965,69.01585,3,2,0,2,1,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,2.802675,0.651338,0.282574,0,0,0.651338,0.282574,0,0,-0.132597,8.854391,3.867403,767.052815,18.860603,16.36842,0,0,0,0,0,0,0,4.794537,0,0,33.868195,0,0,0,0,0,0,0,0,6.155366,10.213055,0,4.794537,0,0,0,0,0,0,0,0,0,0,25.015969,1,0,0,0,0,0,0,0,0,3,0,5,2,1,0,0,0,0,0,6,3,2,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,21029444,CC(Cc1c[nH]c2ccccc12)(NC(=O)OC1CC2CCC1(C)C2(C)C)C(=O)NCC(NC(=O)CCC(=O)O)c1ccccc1,5.2486,170.2466,263.234898,149.62,616.759,616.326085,10,5,12,5,5,3,10,45,89,5,3,2,2,1,0,0,2,2,2,0.485714,26.443756,15.704328,13.632334,10.631099,7.346782,15.704328,13.632334,10.631099,7.346782,-4.34,32.065304,12.573866,6.551319,15.950366,52.155059,25.541296,16.747887,76.967801,60.794147,0,10.902925,0,4.794537,0,0,29.021539,0,20.934344,16.747887,83.904611,6.544756,71.92105,0,0,34.77983,30.777735,14.383612,4.794537,0,0,69.302148,54.712369,41.901159,12.462662,11.642892,0,11.814359,0,12.062545,35,0,0,0,0,0,0,3,1,6,0,45,21,4,0,16,8,0,12,16,10,5,5,0,0,9,8,5,1,14,6,2,0,0,3,2,0,0,0,0,5,3
134,20980871,CN(C)CCC=C1c2ccccc2CSc2ccccc21.Cl,5.0975,99.943,143.383695,3.24,331.912,331.116148,1,0,3,0,2,0,3,22,44,3,2,0,1,0,0,1,2,0,0,0.263158,14.714176,8.39423,6.668909,4.915058,3.782554,7.408632,5.651732,3.792716,2.71153,-1.22,17.138877,7.866256,3.751712,0,25.54001,5.752854,0,23.111176,59.50244,0,5.573105,0,0,0,24.168918,0,0,4.89991,0,17.069159,20.6401,71.297311,0,0,29.742023,4.89991,0,0,0,24.168918,48.54059,48.845992,17.193093,0,0,0,0,0,0,19,0,1,0,0,1,0,1,0,0,0,22,5,1,0,11,6,0,3,1,1,0,0,0,0,2,3,1,0,10,5,0,0,0,0,2,1,0,0,0,4,2
135,20463860,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1.Cl,4.2313,100.524,150.54222,21.7,347.886,347.165207,3,0,5,0,3,0,4,24,50,3,2,1,1,0,1,1,2,0,0,0.4,15.167735,8.263645,6.314708,4.688278,3.397171,8.263645,6.314708,4.688278,3.397171,-1.71,18.626121,8.952176,4.65106,9.473726,38.753774,0,5.917906,17.902179,54.597304,0,0,0,0,11.499024,12.407033,9.473726,0,4.89991,5.917906,12.338728,33.853864,60.160755,0,11.499024,12.407033,14.373636,0,0,0,12.407033,30.331835,55.760076,12.462662,13.71668,11.499024,0,0,0,0,20,0,1,0,0,0,0,0,1,2,0,24,7,0,0,12,6,0,5,5,3,0,0,0,0,2,3,0,0,12,6,0,0,0,0,3,0,0,0,0,0,0
136,19830079,CNCCC(Oc1cccc2ccccc12)c1cccs1.O=C(O)C(=O)O,3.7865,105.4513,160.580928,95.86,387.457,387.114044,6,3,6,3,5,0,7,27,48,3,3,0,0,1,0,0,2,0,0,0.2,15.608983,9.191953,6.581003,4.683217,3.250037,8.312301,5.601731,3.71886,2.460888,-2.9,20.412376,10.297707,6.088261,10.053652,35.744094,9.589074,0,17.401935,59.977366,0,10.772448,0,0,5.749512,11.336786,24.538992,0,5.316789,0,12.524788,13.592428,64.854514,0,5.749512,34.047845,20.266706,0,9.589074,0,11.336786,42.464569,36.49145,16.684193,0,11.853478,0,0,0,11.938611,20,0,0,0,0,1,0,1,0,5,0,27,10,2,0,8,8,0,6,11,6,3,3,0,0,5,4,3,0,11,4,0,0,0,1,2,0,0,0,0,2,1
137,19082446,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C/C(=O)O,3.9703,105.3586,167.165699,87.07,401.846,401.103,6,2,2,2,4,0,7,28,48,4,2,1,2,0,1,2,2,0,0,0.238095,15.965346,9.113574,7.202477,5.01573,3.854179,8.735609,6.766042,4.780633,3.673636,-2.83,19.918528,8.457102,4.524486,4.736863,47.18876,9.589074,0,22.962715,54.61661,5.022633,0,0,0,11.499024,11.60094,24.538992,0,4.89991,0,11.835812,20.137185,70.766146,0,11.499024,23.53955,19.849827,0,9.589074,0,0,29.800041,36.876592,47.66345,0,11.499024,0,0,0,11.938611,21,0,1,0,0,0,0,0,1,4,1,28,6,3,0,15,6,0,2,11,6,2,2,0,0,6,2,2,0,10,8,0,0,0,1,2,1,0,0,0,6,3
138,18528119,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1.Cl.O,3.4639,113.4225,161.436055,51.7,375.944,375.20774,4,3,4,1,3,0,5,26,56,4,3,1,1,1,1,1,2,0,0,0.428571,16.428209,9.165373,7.267827,5.169081,4.319455,9.165373,7.267827,5.169081,4.319455,-1.59,20.718642,8.868369,4.042423,5.316789,46.661152,6.544756,0,20.268296,48.530937,0,21.80585,0,0,0,12.407033,5.476192,0,14.783798,0,38.896734,19.634269,48.530937,0,0,34.212883,20.25999,0,0,0,12.407033,36.398202,38.945787,53.523801,0,0,0,0,0,0,21,0,1,0,0,0,0,0,3,1,0,26,6,0,0,14,7,0,4,5,4,3,2,0,0,2,3,0,0,11,8,0,0,0,1,3,0,0,0,0,4,2
139,16760703,CCCC(CCC)C(=O)[O-].[Na+],-2.0433,38.313,90.663001,40.13,166.196,166.096974,2,0,5,0,2,0,3,11,26,0,0,0,0,0,0,0,0,0,0,0.875,9.722274,3.927634,2.593309,1.607607,1.076963,3.927634,2.593309,1.607607,1.076963,0.47,14.020284,8.565511,6.852044,34.663813,5.969305,4.794537,5.917906,39.530761,0,0,0,0,0,0,0,39.458351,0,0,5.917906,39.530761,0,0,0,0,5.969305,9.901065,0,0,0,0,26.689118,18.759549,5.969305,0,0,0,0,0,29.557286,8,0,0,0,0,0,0,0,0,2,0,11,8,1,0,0,0,0,5,5,2,0,0,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,16746587,C=CCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@@H]2C.Cl,3.5242,85.7498,127.451662,23.47,293.838,293.154642,2,1,2,1,2,0,3,20,44,3,1,1,2,0,1,1,1,0,1,0.529412,13.118808,7.233505,6.352675,5.470921,4.087941,7.233505,6.352675,5.470921,4.087941,-0.99,15.39981,5.418996,2.152132,0,29.137791,11.835812,5.917906,31.395199,30.854057,0,0,0,0,5.749512,12.407033,5.106527,0,4.89991,5.917906,38.145949,13.089513,41.98096,0,5.749512,12.407033,5.106527,4.89991,0,0,18.985969,25.989862,53.978933,12.586597,0,5.749512,0,0,0,0,17,0,1,0,0,0,0,0,1,1,0,20,5,1,0,12,3,0,2,3,2,1,1,0,0,4,2,0,0,6,6,1,0,0,0,3,0,0,0,0,5,3
141,16048558,COC1=CC(=O)O[C@H](/C=C/c2ccccc2)C1,2.5456,65.065,100.354515,35.53,230.263,230.094294,3,0,3,0,3,0,3,17,31,2,1,0,1,0,0,1,1,0,0,0.214286,9.628004,5.4615,3.764037,2.513823,1.645711,5.4615,3.764037,2.513823,1.645711,-2.03,11.455256,5.344161,3.210315,0,19.183069,14.268263,0,11.984273,48.24304,0,6.07602,0,0,0,0,14.268263,0,0,0,12.524788,7.109798,53.806492,0,0,12.045325,9.473726,0,4.794537,0,0,36.407855,11.639472,6.420822,13.185818,11.863131,0,0,0,5.969305,14,0,0,0,0,0,0,0,0,2,1,17,4,2,0,8,4,0,3,6,3,0,0,0,0,2,3,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0
142,15942745,NC(=O)[C@@H]1CSCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCC(=O)N1,-1.5075,97.1575,159.561444,150.28,394.457,394.142324,10,5,6,4,6,4,11,27,49,3,1,2,2,1,2,2,0,0,0,0.5625,15.458908,9.854231,7.580335,5.647825,4.363169,8.699531,6.580555,4.63564,3.186407,-2.56,19.208503,8.420379,4.591969,16.367245,68.25175,25.59897,0,24.956393,12.524164,0,0,0,0,0,11.761885,19.178149,0,25.501444,5.733667,43.808809,11.629642,18.218092,0,0,35.390604,26.251133,19.178149,4.983979,0,11.761885,0,12.841643,30.485268,12.204108,18.125522,0,23.628719,0,0,16,0,0,0,0,1,0,2,4,4,0,27,9,4,0,14,2,0,6,14,10,5,4,0,0,5,2,4,0,11,5,0,0,0,2,1,0,0,0,0,0,0
143,15893898,C[NH+](C)CCCN1c2ccccc2CCc2ccccc21.[Cl-],-0.5381,89.5927,139.710022,7.68,316.876,316.170626,2,1,4,1,1,0,3,22,47,3,2,0,1,0,0,1,2,0,0,0.368421,14.235443,7.978802,6.219723,4.286997,3.201841,7.978802,6.219723,4.286997,3.201841,-1.51,16.853605,7.661894,3.626956,22.206853,27.184857,12.841643,0,17.547725,48.530937,0,0,0,11.374773,0,0,17.306943,0,0,0,19.262465,32.084767,59.65784,0,0,11.374773,22.206853,0,0,0,0,36.398202,36.10128,24.340351,20.6401,0,0,0,0,0,19,0,1,0,0,0,0,1,1,0,0,22,6,0,0,11,6,0,4,2,2,1,1,1,1,2,3,1,0,10,5,0,0,0,0,2,1,0,0,0,4,2
144,15572931,CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@H]1C2.Cl,2.61402,79.2842,120.717714,36.1,282.815,282.149891,3,1,1,1,2,0,4,19,42,3,1,1,2,1,1,1,0,0,1,0.666667,12.770441,7.04476,5.921526,4.756659,3.778807,7.04476,5.921526,4.756659,3.778807,-0.8,14.605816,5.294108,2.231468,0,35.804318,12.841643,18.759549,40.653855,0,0,0,0,0,0,12.407033,4.794537,0,9.883888,11.835812,33.109939,20.137185,22.514759,0,0,18.190278,9.883888,4.794537,0,0,12.407033,6.923737,51.259988,29.41397,0,0,5.783245,0,0,0,15,0,1,0,0,0,0,0,2,1,0,19,4,1,0,13,2,0,1,4,3,1,1,0,0,4,1,0,0,5,8,0,0,0,1,2,0,0,0,0,4,2
145,15565709,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC.Cl,3.1022,97.0962,151.793942,50.8,407.736,406.065882,5,1,6,1,4,1,7,23,47,2,1,1,1,0,1,1,1,0,0,0.5625,16.128249,8.339344,6.146898,4.750462,3.457669,7.546346,5.292561,4.12601,2.965383,-0.98,20.065413,9.348447,4.519209,14.790515,50.702795,0,0,30.123369,16.605454,0,0,0,0,11.499024,28.336977,14.268263,0,10.216698,0,25.807221,33.853864,22.168905,0,11.499024,34.244157,14.790515,9.694447,0,0,12.407033,6.923737,53.993834,12.586597,18.692315,17.062475,0,0,5.90718,0,16,0,1,1,0,0,0,1,1,3,0,23,11,1,0,8,3,0,6,8,5,1,1,0,0,5,5,1,0,5,6,0,0,0,1,1,0,0,0,0,0,0
146,13519970,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,3.36042,159.5612,254.341301,152.67,627.666,627.185078,10,4,8,4,9,0,13,44,75,5,4,1,1,2,1,1,2,0,0,0.290323,24.506758,14.572148,11.059647,8.085204,5.702262,13.692496,10.186631,7.328603,4.951005,-4.3,32.610442,14.448519,7.79698,5.559267,78.491505,16.009896,18.558179,35.225926,70.475485,0,10.533977,0,8.78083,0,11.336786,38.796014,0,14.284583,0,38.394135,19.634269,110.053476,0,0,33.809374,25.326019,9.195232,23.353883,0,11.336786,29.838573,67.151678,42.468555,0,11.634442,17.168806,0,5.559267,11.938611,31,2,0,0,0,1,0,0,3,7,0,44,15,4,0,17,11,0,8,17,10,4,4,0,0,10,2,5,0,16,11,0,0,0,1,4,0,0,0,0,2,1
147,13286169,C=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C.Cl,3.5242,85.7498,127.451662,23.47,293.838,293.154642,2,1,2,1,2,0,3,20,44,3,1,1,2,0,1,1,1,0,1,0.529412,13.118808,7.233505,6.352675,5.470921,4.087941,7.233505,6.352675,5.470921,4.087941,-0.99,15.39981,5.418996,2.152132,0,29.137791,11.835812,5.917906,31.395199,30.854057,0,0,0,0,5.749512,12.407033,5.106527,0,4.89991,5.917906,38.145949,13.089513,41.98096,0,5.749512,12.407033,5.106527,4.89991,0,0,18.985969,25.989862,53.978933,12.586597,0,5.749512,0,0,0,0,17,0,1,0,0,0,0,0,1,1,0,20,5,1,0,12,3,0,2,3,2,1,1,0,0,4,2,0,0,6,6,1,0,0,0,3,0,0,0,0,5,3
148,13208114,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,2.1932,80.4574,121.124391,46.33,282.815,282.149891,3,2,5,1,2,1,4,19,42,2,1,1,1,0,0,0,1,1,1,0.533333,12.450086,6.752057,4.951571,4.110895,2.88174,6.752057,4.951571,4.110895,2.88174,-1.06,15.995741,6.396613,2.626757,5.733667,30.441359,10.209528,5.917906,25.831748,30.331835,0,0,0,0,0,12.407033,4.794537,0,4.89991,11.651574,25.683286,19.634269,35.895287,0,0,18.314213,10.633577,4.794537,0,0,12.407033,30.331835,38.29441,13.089513,5.41499,0,0,5.90718,0,0,15,0,1,0,0,0,0,2,0,1,0,19,9,1,0,6,3,0,5,4,3,2,1,0,0,4,3,2,0,6,2,1,1,0,0,1,0,0,0,0,0,0
149,13131683,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1.Cl.Cl.O,3.8857,120.6705,173.589148,51.7,412.405,411.184418,4,3,4,1,3,0,6,27,58,4,3,1,1,1,1,1,2,0,0,0.428571,17.652954,9.165373,7.267827,5.169081,4.319455,9.165373,7.267827,5.169081,4.319455,-1.3,23.738911,10.300576,4.951454,5.316789,46.661152,6.544756,0,20.268296,48.530937,0,21.80585,0,0,0,24.814066,5.476192,0,14.783798,0,38.896734,19.634269,48.530937,0,0,46.619916,20.25999,0,0,0,24.814066,36.398202,38.945787,53.523801,0,0,0,0,0,0,21,0,2,0,0,0,0,0,3,1,0,27,6,0,0,14,7,0,4,5,4,3,2,0,0,2,3,0,0,11,8,0,0,0,1,3,0,0,0,0,4,2
150,12207008,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21.Cl,4.049,88.918,130.05395,15.6,307.224,306.069054,2,0,1,0,2,0,4,20,36,3,2,0,1,0,0,1,2,0,0,0.1875,12.786081,6.742547,5.115815,3.612618,2.563139,6.364582,4.679379,3.377521,2.391036,-1.51,14.889937,6.293346,2.815092,4.89991,25.84887,0,0,11.126903,53.523341,5.022633,0,0,5.687386,0,24.007973,0,0,0,4.992405,0,25.037095,64.680473,0,0,35.407044,4.89991,4.992405,0,0,12.407033,41.932775,18.199101,35.429351,12.256441,0,0,0,0,0,16,0,2,0,0,0,0,0,2,0,0,20,3,0,0,11,7,0,1,2,2,0,0,0,0,2,0,0,0,11,6,0,0,0,0,2,1,0,0,0,2,1
151,11957454,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1.Cl,2.9733,76.2244,119.057315,52.32,292.206,291.079284,3,2,4,1,3,0,5,18,37,1,1,0,0,0,0,0,1,0,0,0.461538,12.346343,5.907152,5.209144,2.54375,1.621172,5.529187,4.772708,2.291774,1.495184,-0.77,17.23,6.976216,5.714935,5.733667,17.612197,15.952222,0,26.334663,24.265468,5.022633,0,0,0,0,24.007973,9.5314,0,0,5.733667,38.834925,0,34.851553,0,0,29.977278,10.47053,4.794537,0,0,12.407033,23.733674,38.467397,11.443455,0,11.642892,0,0,0,5.969305,13,0,2,0,0,0,0,1,0,2,0,18,10,1,0,3,3,0,4,5,3,2,1,0,0,6,2,2,1,4,2,0,0,0,0,1,0,0,0,0,0,0
152,11954293,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,3.9703,105.3586,167.165699,87.07,401.846,401.103,6,2,2,2,4,0,7,28,48,4,2,1,2,0,1,2,2,0,0,0.238095,15.965346,9.113574,7.202477,5.01573,3.854179,8.735609,6.766042,4.780633,3.673636,-2.83,19.918528,8.457102,4.524486,4.736863,47.18876,9.589074,0,22.962715,54.61661,5.022633,0,0,0,11.499024,11.60094,24.538992,0,4.89991,0,11.835812,20.137185,70.766146,0,11.499024,23.53955,19.849827,0,9.589074,0,0,29.800041,36.876592,47.66345,0,11.499024,0,0,0,11.938611,21,0,1,0,0,0,0,0,1,4,1,28,6,3,0,15,6,0,2,11,6,2,2,0,0,6,2,2,0,10,8,0,0,0,1,2,1,0,0,0,6,3
153,11954226,COC1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3C(C)=CC[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,5.9116,234.4254,378.806426,170.06,899.128,898.507857,14,3,7,3,14,0,14,64,138,8,0,5,8,0,4,6,0,1,2,0.78,39.044303,23.983486,19.968318,15.413642,11.681262,23.983486,19.968318,15.413642,11.681262,-2.31,48.157287,20.111596,9.820933,0,139.331177,52.163167,23.671624,105.750639,59.251454,0,0,0,0,0,0,67.482749,0,0,23.671624,202.966452,20.826477,59.251454,0,0,5.969305,62.688212,4.794537,0,0,0,69.56606,75.670653,51.738694,49.334647,42.038789,18.367165,0,0,5.969305,50,0,0,0,0,0,0,0,0,8,6,64,18,1,0,47,5,0,7,28,14,3,3,0,0,12,4,0,0,24,22,2,0,0,1,6,0,0,0,1,8,5
